"topicstats"	"keywords"	"top7books"	"next5books, biggestauth, datequartiles"	"label"	"category"	"comments"
"TOPIC 147 pct corpus = 0.349% doc entropy = 10.0871 word length = 4.7200 coherence = -29462.8280 rank 1 docs = 0.0071 r1 ratio = 2.034"	"farm house land barn field farmer old work fields road came home day corn hay year cow new went yard cows kitchen country milk wheat fence summer farmers place winter wagon around sheep spring good town ground grass water cattle while big pasture morning drove horses horse county grain hill boys away along set hard first acres put across early cut door worked stood earth under harvest until crop chickens "	"0.254 | O'Kane, Walter Collins | Jim and Peggy at Meadowbrook farm | 1917 0.195 | Lighton, William Rheem | Happy Hollow farm | 1915 0.167 | Orton, Helen Fuller | Prince and Rover of Cloverfield f | 1921 0.167 | Simpson, John Thomas | Hidden treasure; | 1919 0.156 | Lane, Rose Wilder | Free land | 1938 0.154 | Hogner, Dorothy Childs | Old Hank Weatherby | 1939 0.148 | Lane, Rose Wilder | Let the hurricane roar | 1933 "	"0.147 | Lewis, Elizabeth Barzditis | Twin cousins : nostalgic anecdote | 1972 0.142 | Corey, Paul | Milk Flood | 1956 0.141 | Unknown Author | Friendly animals | 1905 0.135 | Bernen, Robert | Tales from the Blue Stacks | 1978 0.133 | Orwell, George | Animal farm | 1945 Sandoz, Mari = 0.55% 1922-1955"	"farming"	"physical description"	"I considered calling this 'technology,' but ended up deciding that it's more like clothing than it is like rail travel. The total amount of farming has not declined over the period studied, although its social prominence perhaps has."
"TOPIC 148 pct corpus = 0.532% doc entropy = 10.1915 word length = 5.1900 coherence = -28605.1740 rank 1 docs = 0.0083 r1 ratio = 1.56"	"its upon seemed great yet came above though toward little beneath even air still beyond white black began lay itself suddenly these within once light became far eyes almost another stood feet vast behind saw last against sound along moment appeared across world while those half huge instant forward darkness passed among thing sky slowly blue high yellow rose something ever below space faint perhaps grew strange red ceased human "	"0.36 | Merritt, Abraham | The metal monster | 1941 0.221 | Smith, Clark Ashton | The city of the singing flame | 1961 0.202 | Moore, C. L. (Catherine Lucile | Jirel of Joiry | 1977 0.198 | Merritt, Abraham | The moon pool | 1919 0.195 | Leinster, Murray | The forgotten planet | 1954 0.183 | Wells, H. G. (Herbert George) | The first men in the moon | 1901 0.176 | Gracq, Julien | The castle of Argol | 1938 "	"0.169 | Wells, H. G. (Herbert George) | The sleeper awakes, a revised edi | 1910 0.158 | Prokosch, Frederic | Storm and echo | 1948 0.157 | Williamson, Jack | The legion of time | 1952 0.157 | Biggs, John, Jr | Demigods | 1926 0.15 | Austin, F. Britten (Frederick  | According to orders | 1919 Faulkner, William = 0.83% 1915-1949"	"inhuman forces"	"physical description"	"I was tempted to call this a genre. Most of the top books are in fact science fiction or fantasy. But the entropy is high, the number of rank 1  docs is low, and the author most strongly represented is Faulker, who is not really SF."
"TOPIC 149 pct corpus = 0.259% doc entropy = 8.7135 word length = 4.7800 coherence = -20784.5730 rank 1 docs = 0.0713 r1 ratio = 27.529"	"russian even how russia began moscow such himself why everything our suddenly old russians pan without something whole life eyes head though asked went once same people petersburg already soviet just first comrade man away also room god vodka nothing tea let understand face tsar say us under cossacks cossack peasant own take young coat course lenin thought took quite give new day hands table right another live word czar "	"0.221 | Turgenev, Ivan Sergi︠e︡evích | / | 1883 0.217 | Antonov, S. F. (Sergeĭ Fedorov | A light in the distance : stories | 1984 0.216 | Turgenev, Ivan Sergi︠e︡evích | Unknown Title | 1883 0.214 | Bunin, Ivan Alekseevich | The village; authorized translati | 1923 0.21 | Leskov, N. S. (Nikolaĭ Semenov | Lefty, being the tale of cross-ey | 1895 0.209 | Pervent͡sev, Arkadiĭ Alekseevi | Cossack commander | 1939 0.205 | Turgenev, Ivan Sergi︠e︡evích | / | 1883 "	"0.204 | Turgenev, Ivan Sergi︠e︡evích | Memoirs of a sportsman | 1883 0.194 | Bulgakov, Mikhail Afanasʹevich | Diaboliad | 1940 0.193 | Krasnov, P. N. (Petr Nikolaevi | The White Coat | 1929 0.193 | Dostoyevsky, Fyodor | The crocodile, an extraordinary e | 1881 0.192 | Tolstoy, Leo, graf | The Cossacks | 1910 Turgenev, Ivan Sergi︠e︡evích = 5.53% 1895-1964"	"Russia"	"nationalities,  ethnicities, or regions"	
"TOPIC 150 pct corpus = 0.399% doc entropy = 10.2726 word length = 5.4850 coherence = -33115.8602 rank 1 docs = 0.0058 r1 ratio = 1.454"	"book story read books write writing written work poet novel author stories writer wrote first page reading literary poetry new life poem literature most editor published its poems paper pages writers manuscript years words english great library many volume short letters name novels reader copy fiction magazine best art history character may later characters title word readers press style works publisher last poets also full interest shakespeare world century interesting "	"0.222 | Matthews, Brander | Americanisms and Briticisms, with | 1892 0.217 | Hutton, Laurence | From the books of Laurence Hutton | 1892 0.199 | Saintsbury, George | A history of Elizabethan literatu | 1893 0.168 | Bennett, Arnold | The truth about an author | 1903 0.153 | Purves, William Laidlaw | The O edition of 'Robeson Cruso' | 1903 0.149 | Grierson, Herbert John Cliffor | Don Quixote, some war-time reflec | 1921 0.146 | Kernahan, Coulson | Swinburne as I knew him | 1919 "	"0.144 | Cuthbertson, David | Thirty-three years' adventures in | 1910 0.144 | Simmons, Charles | The belles lettres papers : a nov | 1987 0.143 | Scudder, Horace Elisha | Men and letters; essays in charac | 1887 0.13 | Watts-Dunton, Clara Jane (Reic | The home life of Swinburne | 1922 0.13 | Ferguson, J. De Lancey (John D | Pride and passion, Robert Burns,  | 1939 Unknown Author = 0.96% 1893-1955"	"books and publishing"	"human institutions, practices, or relationships"	
"TOPIC 151 pct corpus = 0.358% doc entropy = 10.2119 word length = 5.2550 coherence = -31663.5587 rank 1 docs = 0.0030 r1 ratio = 0.838"	"street new city york avenue park store chicago office home streets toward corner around apartment building dollars west night day man window east business sidewalk along hat front people men floor walked week world paper side block broadway room coat car across door fifth square windows crowd elevator american dollar newspaper big desk going america name little shop five job cab place brooklyn these high policeman department mr walk hall "	"0.181 | Barber, Harold F. [from old ca | Smith | 1911 0.164 | De Groff, C. E. [from old cata | Pertle Springs and Warrensburg, M | 1891 0.14 | Felver, Christopher | Ferlinghetti portrait | 1998 0.133 | Jennings, N. A | New York in the blizzard | 1888 0.126 | Collins, James H. (James Hiram | The great taxicab robbery; | 1912 0.122 | Serl, Emma | The story of Kansas City | 1924 0.119 | Stein, Leon | The Triangle fire | 1962 "	"0.116 | Orton, Helen Fuller | The city Mrs. Winkle built | 1931 0.104 | Millhauser, Steven | Martin Dressler : the tale of an  | 1996 0.104 | Riesenberg, Felix | East side, west side | 1927 0.101 | Kupcinet, Irv | Kup's Chicago | 1962 0.101 | Watson, Nancy Dingman | What is one? | 1954 Halper, Albert = 0.61% 1912-1956"	"early 20c metropolis"	"physical description"	
"TOPIC 152 pct corpus = 0.241% doc entropy = 9.8391 word length = 4.6350 coherence = -34161.4437 rank 1 docs = 0.0054 r1 ratio = 2.241"	"snow ice cold winter wind fire frozen warm white north weather frost storm day night dogs spring feet days cabin fur made stove bear camp hard good lake last summer miles coat came christmas wood heavy sled man icy boots deep covered sleigh half trail great year big under south warmth light freezing food get grey against pack keep men first across outside smoke snowy far fall blizzard dark sledge "	"0.243 | Whitney, Harry | Hunting with the Eskimos; the uni | 1910 0.21 | Bartlett, Bob | The last voyage of the Karluk, fl | 1916 0.181 | Marsh, George Tracy | Toilers of the trails; | 1921 0.177 | Hutton, Samuel King | By Eskimo dog-sled and kayak; | 1919 0.175 | Marsh, George Tracy | The whelps of the wolf | 1922 0.174 | Mikkelsen, Ejnar | Two against the ice | 1957 0.159 | Wallace, Dillon | Ungava Bob | 1907 "	"0.153 | Wallace, Dillon | Grit-a-plenty; a tale of the Labr | 1918 0.151 | Ellsberg, Edward | Cruise of the Jeannette; | 1949 0.145 | Green, Paul | I am Eskimo, Aknik my name | 1959 0.139 | Stratemeyer, Edward | Guns and snowshoes; or, The winte | 1907 0.137 | Partridge, Bellamy | Amundsen; the splendid Norseman | 1929 Curwood, James Oliver = 1.11% 1912-1955"	"winter weather"	"physical description"	
"TOPIC 153 pct corpus = 0.11% doc entropy = 9.5112 word length = 5.2050 coherence = -42834.1586 rank 1 docs = 0.0009 r1 ratio = 0.818"	"san francisco california clay mexican mexico city los santa desert angeles gold new mountains land ranch american valley pacific hills sol toward around texas town mexicans miles states west first country east indian spanish canyon men dollars across water south coast bay mission fe hill white colorado arizona sacramento sun days hotel north brown mountain berkeley sand redwood united trip ocean great nevada years silver lotta dust golden carver oregon "	"0.171 | Brown, Vinson | It all happened right here! a chi | 1954 0.115 | [Parker, Charles Henry] 1872-  | Across the country | 1889 0.101 | Harte, Bret | ConcepciÃƒÂ³n de ArgÃƒÂ¼ello : (P | 1902 0.096 | Murrill, William A | Murrill's and Saccardo's names of | 1918 0.088 | Felver, Christopher | Ferlinghetti portrait | 1998 0.087 | De Groff, C. E. [from old cata | Pertle Springs and Warrensburg, M | 1891 0.081 | Van Dyke, Theodore S. (Theodor | Millionaires of a day: an inside  | 1892 "	"0.079 | Unknown Author | Seven stories from seven sisters  | 1992 0.075 | Goldman, William | Soldier in the rain | 1960 0.068 | Cobb, Irvin S. (Irvin Shrewsbu | Roughing it de luxe | 1914 0.065 | Hall, Angelo | Forty-one thieves; a tale of Cali | 1919 0.064 | Babitz, Eve | Sex and rage : advice to young la | 1979 Norris, Frank = 1.14% 1909-1963"	"California and the West Coast"	"nationalities,  ethnicities, or regions"	
"TOPIC 154 pct corpus = 0.48% doc entropy = 10.5086 word length = 4.8000 coherence = -29739.5853 rank 1 docs = 0.0022 r1 ratio = 0.458"	"letter letters read write wrote am written know paper writing may dear must see think say sent tell name should day last note send envelope news how friend shall post first mind received words told days left papers word address hand hope find these morning nothing might reading next answer once give mail pen room thought message own put ask found return case course book yours table believe matter quite "	"0.16 | Howells, William Dean | A likely story; | 1885 0.141 | Fezandie, Hector. [old catalog | The proposal | 1893 0.134 | Perry, B. F. (Benjamin Frankli | Letters of my father to my mother | 1886 0.121 | Butler, Ellis Parker | Pigs is pigs | 1906 0.115 | Unknown Author | The Paston letters : A.D. 1422-15 | 1904 0.111 | Collins, Wilkie | The black robe | 1881 0.109 | Collins, Wilkie | Heart and science; | 1883 "	"0.109 | Collins, Wilkie | Heart and science; a story of the | 1883 0.108 | Farjeon, B. L. (Benjamin Leopo | A very young couple | 1890 0.107 | Ofori-Kuragu, Micky | A difficult affair | 1987 0.103 | Lagen, M. J. (Mary Julia) | Daphne and her lad | 1904 0.099 | Freeman, R. Austin (Richard Au | The shadow of the wolf | 1925 Collins, Wilkie = 1.2% 1890-1922"	"correspondence"	"human institutions, practices, or relationships"	"We could say 'epistolary fiction/genre,' except that the number of rank 1 docs is quite low."
"TOPIC 155 pct corpus = 0.145% doc entropy = 8.5623 word length = 3.9700 coherence = -21399.2848 rank 1 docs = 0.0275 r1 ratio = 18.966"	"don ing re con know didn think tion won get thing ain just want ex see com going say ness right dis ment why how de couldn wouldn isn un little make per self tell ever upon got good haven anything mean oh wasn take pro toward ter great let en night care might im doesn day clock course under enough fore better sure suppose look hadn while thought full "	"0.142 | Cameron, Margaret | The cat and the canary | 1908 0.138 | Michelson, Miriam | In the bishop's carriage | 1904 0.134 | Andrews, Mary Raymond Shipman | A good Samaritan | 1906 0.131 | Tarkington, Booth | The spring concert | 1916 0.131 | Bangs, John Kendrick | The genial idiot | 1908 0.13 | Knudsen, Carl W | A primer : for use in schools and | 1887 0.127 | Bonner, Geraldine | The Castlecourt diamond case | 1905 "	"0.125 | Bangs, John Kendrick | R. Holmes & Co | 1906 0.125 | Lincoln, Joseph Crosby | Mr. Pratt's patients | 1913 0.124 | Elliott, Francis Perry | The haunted pajamas | 1911 0.123 | Howells, William Dean | Miss Bellard's inspiration; | 1905 0.122 | Abbott, Eleanor Hallowell | Molly make-believe | 1910 McCutcheon, George Barr = 1.35% 1902-1914"	"word segmentation errors"	"accident of transcription"	"ing' 're' and 'tion' are give-aways; these are word fragments that didn't get rejoined.  They seem historically clustered, possibly as a consequence of printing technology."
"TOPIC 156 pct corpus = 0.229% doc entropy = 9.3346 word length = 5.0750 coherence = -29594.4604 rank 1 docs = 0.0162 r1 ratio = 7.074"	"white bush jungle hut india native village man africa tree black water trees round english elephant country african men tiger indian camp natives away river forest people ground sun night big grass land leopard verandah bungalow cattle miles small huts women veranda chief elephants british day towards hot many head snake its blacks feet south skin heat wild food among great morning new animals government under england bamboo palm european "	"0.18 | Hibben, Frank C. (Frank Cummin | Hunting in Africa | 1962 0.169 | Fletcher, Inglis | The white leopard, a tale of the  | 1931 0.154 | Caddick, Helen | A white woman in central Africa | 1900 0.153 | Idriess, Ion L. (Ion Llewellyn | Man tracks | 1938 0.152 | Corbett, Jim | Man-eaters of India | 1955 0.151 | Corbett, Jim | Man-eaters of Kumaon | 1944 0.149 | Corbett, Jim | The temple tiger, and more man-ea | 1954 "	"0.147 | Pieterse, Pieter | The way to the sea | 1990 0.147 | Unknown Author | African folktales & sculpture | 1964 0.145 | Blennerhassett, Rose | Adventures in Mashonaland | 1893 0.142 | Gaunt, Mary | Alone in West Africa | 1912 0.129 | Weeks, John H | Congo life and folklore: part I,  | 1911 Corbett, Jim = 0.9% 1912-1964"	"hunting in the tropics/colonies"	"human institutions, practices, or relationships"	"It's not really an ethnicity or a region ... defaulting to ASL on the rule that institutions and practices not obviously technological go in ASL. I would say 'physical description,'  but too many of the words are things like 'india native village' ... 'government under england.'"
"TOPIC 157 pct corpus = 0.789% doc entropy = 10.3194 word length = 5.0500 coherence = -22492.6171 rank 1 docs = 0.0251 r1 ratio = 3.181"	"life eyes rose upon seemed little its face things moment came felt something world yet mind man thing sense went looked own voice stood made heart almost suddenly new woman day great feeling knew night men words those first soul self turned these sat held against must sudden between light silence spirit conscious strange hand power work thoughts last desire just always figure itself room half hands days under deep "	"0.188 | Blackwood, Algernon | The garden of survival | 1918 0.174 | Paget, Fanny Ruthven | How I know that the dead are aliv | 1917 0.174 | Thurston, Katherine Cecil | The masquerader : a novel | 1904 0.16 | Glasgow, Ellen Anderson Gholso | The wheel of life | 1906 0.158 | Cullum, Ridgwell | The law of the gun | 1918 0.158 | Blackwood, Algernon | The human chord | 1916 0.157 | Unknown Author | The story of a lover | 1919 "	"0.156 | Green, Leonard | The youthful lover and other pros | 1919 0.149 | Coxon, Muriel (Hine) Mrs. Sid | Earth | 1912 0.148 | Van Dine, S. S | The man of promise | 1916 0.148 | Deeping, Warwick | The bridge of desire | 1931 0.142 | Dearmer, Mabel | The sisters | 1908 Blackwood, Algernon = 0.58% 1907-1921"	"feelings of strangeness or awe connected to soul and spirit"	"uncategorized style"	"Algernon Blackwood is a ghost-story writer, but not all the other authors are."
"TOPIC 158 pct corpus = 0.643% doc entropy = 10.5722 word length = 4.5850 coherence = -24386.2145 rank 1 docs = 0.0040 r1 ratio = 0.622"	"money work house good people get home day little things place pay life make town children enough live poor own business always take these new few family many hard better help give buy living keep went shop made old want clothes nothing country got rich working how days paid man job came away used week such small houses find street kind lived put worked going without food men sometimes done "	"0.186 | Butler, Ellis Parker | Robinson Crusoe and thrift stamps | 1917 0.18 | Landho, Red | Seventh city of Cibola | 1967 0.176 | Pritchard, Myron T. (Myron Tho | Stories of thrift for young Ameri | 1915 0.158 | Wright, Julia McNair | Mr. Grosvenor's daughter | 1893 0.128 | Fisher, Dorothy Canfield | A fair world for all: the meaning | 1952 0.122 | [Sylvain, Adrien] | Household science; | 1881 0.122 | Muhire, Edward | Wake-up and open your eyes | 1976 "	"0.12 | Chellis, Mary Dwinell | Bread and beer | 1882 0.117 | Riis, Jacob A. (Jacob August) | The peril and preservation of the | 1903 0.114 | Meek, George | George Meek, bath chair-man, by h | 1910 0.114 | Diaz, Mrs. Abby Morton | Bybury to Beacon street | 1887 0.107 | Fort, Glorvina. [from old cata | Our twenty helps and why we parte | 1881 Andersen Nexø, Martin = 0.17% 1897-1952"	"money and work"	"human institutions, practices, or relationships"	
"TOPIC 159 pct corpus = 0.428% doc entropy = 10.0510 word length = 4.4000 coherence = -25998.9246 rank 1 docs = 0.0066 r1 ratio = 1.542"	"because myself am say always told just day old even know how us used tell our see years life get ever night little got remember last poor does once first everything those love really thing made ca friend give days says make whole world such write put believe look went mine bad since money gave feel good left must course story big bed same things live most mad knows why "	"0.145 | Wright, J. W. (Jacob William) | No matter what folks say | 1925 0.143 | Cary, Joyce | Herself surprised | 1941 0.138 | O'Hara, John | Pal Joey | 1940 0.134 | Schnitzler, Arthur | None but the brave; | 1926 0.133 | Blackwood, Caroline | The stepdaughter | 1976 0.13 | Zahn, Mara | Adios | 1917 0.127 | Herbert, F. Hugh (Frederick Hu | I'd rather be kissed | 1954 "	"0.125 | Vanderbilt, Gloria | The memory book of Starr Faithful | 1994 0.124 | Lew, Alan | 8 monologs | 1980 0.121 | Sholem Aleichem | The adventures of Menahem-Mendl | 1916 0.12 | Arenas, Reinaldo | Singing from the well | 1987 0.118 | Moll, Elick | Mr. Seidman and the geisha | 1962 Cary, Joyce = 0.95% 1922-1981"	"probably first-person"	"uncategorized/ style"	
"TOPIC 160 pct corpus = 0.278% doc entropy = 10.4519 word length = 4.3900 coherence = -40560.9858 rank 1 docs = 0.0004 r1 ratio = 0.144"	"boy boys old young little sue son lad man himself home good came see away baker told day brother school fellow tell made mother saw take how father big face look get story great youth found run once called went poor make master small knew seemed must hand give brand something night soon let heard first age help head began place older thought tad bad lads fellows gave caught find "	"0.123 | Lyles, Charles Simeon | Three things every boy must have | 1916 0.114 | Marsh, Marie L. (Marie Louise) | Auburn and freckles | 1913 0.114 | Patchin, Frank Gee | The pony rider boys in Montana, o | 1910 0.11 | Marriott, Alice Lee | The black stone knife | 1957 0.099 | Werner, Carl Avery | Bringing up the boy; | 1913 0.099 | Speare, Charles | Hot, hard comers | 1970 0.094 | Dorsey, George A. (George Amos | Traditions of the Osage | 1904 "	"0.092 | Hanley, James | Boy, a novel | 1932 0.088 | Anderson, Nephi | The boys of Springtown : with spe | 1920 0.086 | Footner, Hulbert | Cap'n Sue | 1927 0.086 | Garis, Howard Roger | Larry Dexter and the stolen boy,  | 1912 0.085 | Bates, H. E. (Herbert Ernest) | The cruise of the Breadwinner | 1946 Dorsey, George A. (George Amos = 0.38% 1902-1927"	"boys / boyhood"	"human institutions, practices, or relationships"	
"TOPIC 161 pct corpus = 0.254% doc entropy = 9.5321 word length = 5.3850 coherence = -29164.7930 rank 1 docs = 0.0145 r1 ratio = 5.709"	"judge court case witness law trial lawyer jury evidence attorney justice guilty against defence honour yes question counsel witnesses prisoner say state accused testimony legal murder stand man crime public defendant client courtroom answer district lawyers may called made prosecutor cross magistrate verdict charge truth questions those prosecution bench first fact under how innocent asked gaol examination office judges criminal clerk room statement day box county put such told these "	"0.292 | Jones, Roland K | Distress for rent in Illinois | 1897 0.249 | Willard, Joseph A | Half a century with judges and la | 1895 0.247 | Engelbach, Arthur Harold | Anecdotes of bench and bar | 1913 0.177 | Dumont, Frank. [from old catal | The case of Smythe vs. Smith | 1899 0.174 | Harrington, William | Which the Justice, which the thie | 1963 0.163 | Ronzone, Benjamin Anthony | The Marquis of Murray Hill : the  | 1909 0.157 | Aluko, T. M. (Timothy MofOloru | Wrong ones in the dock | 1982 "	"0.155 | Voelker, John Donaldson | Anatomy of a murder | 1958 0.154 | Hill, Frederick Trevor | The thirteenth juror; a tale out  | 1913 0.151 | Train, Arthur Cheney | The blind goddess | 1926 0.145 | Kydd, Lionel | Breakdown in communications | 1979 0.141 | Forrest, Katherine V | Murder by tradition | 1991 Train, Arthur Cheney = 1.47% 1913-1967"	"The legal thriller: courtroom intrigue"	"genre"	"We could call this just 'law' as a 'human  institution.'  But Wikipedia describes the biggest author, Arthur Cheney Train, as the 'creator of the legal thriller,' and the entropy and r1 ratio both fit the bill for a genre."
"TOPIC 162 pct corpus = 0.248% doc entropy = 9.7847 word length = 5.6650 coherence = -32431.4045 rank 1 docs = 0.0037 r1 ratio = 1.492"	"general governor government minister chief excellency secretary our people official must state man country order under office these prime military against himself commissioner great consul sent council report orders power peace should political public service men shall present officer take law authority such affairs palace foreign officers news secret send matter capital important officials position house private cabinet am may chancellor ambassador without high received army duty already empire put "	"0.129 | Unknown Author | India in 1983 | 1888 0.122 | Sun, Yat-sen | Kidnapped in London | 1897 0.113 | Hickling, R. H | Finding Hobbes | 1994 0.107 | Bioy Casares, Adolfo | A plan for escape | 1975 0.106 | Kirst, Hans Hellmut | The seventh day | 1959 0.105 | Brinkworth, Ian | Jimmy Riddle, a novel | 1961 0.102 | Coryn, M. S | Alone among men | 1947 "	"0.1 | Diplomat | Scandel in the chancery | 1931 0.092 | Harte, Bret | ConcepciÃƒÂ³n de ArgÃƒÂ¼ello : (P | 1902 0.091 | Plivier, Theodor | The kaiser goes: the generals rem | 1933 0.088 | Goltz, Horst von der | My adventures as a German secret  | 1917 0.086 | Wibberley, Leonard | Take me to your president | 1957 Feuchtwanger, Lion = 0.68% 1905-1963"	"government"	"human institutions, practices, etc"	
"TOPIC 163 pct corpus = 0.153% doc entropy = 8.7589 word length = 4.3250 coherence = -25720.8754 rank 1 docs = 0.0253 r1 ratio = 16.536"	"irish ireland man dublin sure glen god day road great house poor heather good old own people night pat country says young irishman door place us put home ye fire maybe tis father till fine head towards tinker woman land give iv round away ever might three mind bit came himself bad indeed ah wid may bog word fair another heard hand cork red green castle english few black world "	"0.257 | O'Kelly, Seumas | Fairy gold | 1918 0.209 | McNulty, Edward | Misther O'Ryan : an incident in t | 1894 0.192 | Synge, J. M. (John Millington) | The well of the saints, a comedy  | 1905 0.18 | Unknown Author | Representative Irish tales : | 1891 0.179 | Kelly, H. P | Gems of Irish wit and humor | 1906 0.178 | MacGill, Patrick | Maureen | 1920 0.178 | Barlow, Jane | Strangers at Lisconnel : A second | 1895 "	"0.178 | O'Connor, Barry | Turf-fire stories, and fairy tale | 1890 0.175 | MacGill, Patrick | The rat-pit | 1915 0.172 | MacManus, Seumas | Lo, and behold ye! | 1919 0.168 | MacManus, Seumas | Through the turf smoke : the love | 1899 0.167 | Unknown Author | Representative Irish tales | 1979 Unknown Author = 4.27% 1897-1950"	"Ireland"	"nationalities,  ethnicities, or regions"	
"TOPIC 164 pct corpus = 0.31% doc entropy = 10.3232 word length = 4.9750 coherence = -33902.1211 rank 1 docs = 0.0010 r1 ratio = 0.323"	"car road driver drive drove cars miles seat truck man wheel motor get front driving side town stopped right engine stop door along garage turned ford behind ahead lights left speed going take across highway away station turn window open beside bus machine past traffic run minutes running see hour country light its parked telephone police bridge chauffeur ride fast wheels rear started ran far three lane got roads five "	"0.185 | Jackson, C. Paul (Caary Paul) | Stock car racer | 1957 0.167 | Ballard, J. G | Crash | 1973 0.124 | Leinster, Murray | War with the gizmos : a Gold Meda | 1958 0.115 | Peple, Edward Henry | An auto-biography : a tale of tru | 1915 0.112 | Richard, Adrienne | Into the road | 1976 0.112 | Drake, Albert | The postcard mysteries & other st | 1976 0.106 | Koller, James | If you don't like me you can leav | 1976 "	"0.101 | Gault, William Campbell | Thunder road | 1952 0.1 | Thompson, Steven L | Recovery | 1980 0.092 | Baudouy, Michel Aimé | More than courage | 1959 0.09 | Street, Cecil J. C. (Cecil Joh | Dr. Priestley lays a trap | 1933 0.076 | Young, Clarence | The motor boys; or, Chums through | 1906 Epstein, Sam = 0.17% 1934-1974"	"automobiles"	"technology"	
"TOPIC 165 pct corpus = 0.308% doc entropy = 10.0068 word length = 5.1150 coherence = -32552.8818 rank 1 docs = 0.0047 r1 ratio = 1.526"	"business money bank victor old office company lawyer new stock property estate years thousand own himself its man interest made land papers firm market law sell these banker shares course financial pay great year desk banks town fortune paid paper private capital put family affairs deal matter legal house day sold those city account trust buy under rich cash name price bought hands partner clerk knew good public value hundred "	"0.163 | Lynch, Edward Melville | Killboylan bank, or, Every man hi | 1896 0.142 | Ehrlich, Max | The big boys : a novel | 1981 0.14 | Jones, Roland K | Distress for rent in Illinois | 1897 0.139 | Fox-Davies, Arthur Charles | The finances of Sir John Kynnersl | 1908 0.128 | Donnison, A | With the banks at her mercy; | 1908 0.121 | Clews, James Blanchard | Fortuna : a story of Wall Street | 1898 0.11 | Train, Arthur Cheney | Paper profits : a novel of Wall S | 1930 "	"0.109 | Stead, Christina | House of all nations | 1938 0.103 | Chester, George Randolph | The making of Bobby Burnit : bein | 1909 0.103 | Updegraff, Robert R. (Robert R | Captains in conflict; the story o | 1929 0.102 | Weidman, Jerome | Other people's money | 1967 0.101 | Van Dyke, Theodore S. (Theodor | Millionaires of a day: an inside  | 1892 Stead, Christina = 0.42% 1900-1935"	"banks and finance"	"human institutions, practices, or relationships"	
"TOPIC 166 pct corpus = 0.024% doc entropy = 8.0324 word length = 4.7150 coherence = -58393.4301 rank 1 docs = 0.0017 r1 ratio = 7.083"	"grant barker sim gauge shad gore pug hooker tumed bray mah hawks bender lucky stoker tum fats just usher new north moming dodger alacrity spengler bunker brutal right croaker tola pullman keats grand its tey eyes dean challenger bom half once slim voice indiana dally old comer erie while atta came sear epic head hand lingo aster aftemoon us regis babel retum those vvhat man got arm tuming goldfish passed "	"0.084 | Williams, Ben Ames | Pirate's purchase | 1931 0.079 | Barth, John | Giles Goat-boy; or, The revised n | 1966 0.064 | Canzoneri, Robert | Men with little hammers; a novel | 1969 0.063 | King, Stephen | The green mile : the complete ser | 1999 0.059 | Chalmers, Stephen | The vanishing smuggler | 1909 0.057 | King, Stephen | The green mile | 1997 0.056 | Lancaster, Bruce | The secret road | 1952 "	"0.055 | Budrys, Algis | Rogue Moon | 1960 0.052 | Daley, Brian | Jinx on a Terran inheritance | 1985 0.049 | Jones, James | Go to the widow-maker | 1967 0.048 | Cohen, Octavus Roy | Epic Peters, Pullman porter | 1930 0.044 | Mason, F. van Wyck (Francis va | Trouble in Burma | 1962 Barth, John = 4.0% 1922-1974"	"tiny topic, proper nouns"	"uncategorized/ style"	
"TOPIC 167 pct corpus = 0.368% doc entropy = 9.3306 word length = 5.0000 coherence = -21326.6076 rank 1 docs = 0.0279 r1 ratio = 7.582"	"men fort french enemy english soldiers town attack against war sent army british under should these force news troops fight soon hundred taken great party prisoners three fire country made captain among camp once battle garrison day command few fleet city fighting those without might our while night arms many take themselves guns being guard officers orders came order governor march own brought set river prisoner upon make walls left "	"0.381 | Machar, Agnes Maule | Stories from Canadian history : b | 1893 0.302 | Henty, G. A. (George Alfred) | St. George for England : a tale o | 1880 0.302 | Henty, G. A. (George Alfred) | The bravest of the brave, or, Wit | 1887 0.302 | Henty, G. A. (George Alfred) | Orange and green : a tale of the  | 1888 0.299 | Henty, G. A. (George Alfred) | To Herat and Cabul : a story of t | 1892 0.294 | Henty, G. A. (George Alfred) | True to the old flag | 1884 0.292 | Henty, G. A. (George Alfred) | The Lion of the North : a tale of | 1886 "	"0.271 | Henty, G. A. (George Alfred) | St. Bartholomew's eve; | 1893 0.263 | Surridge, Victor | India : historical, cultural and  | 1909 0.256 | Henty, G. A. (George Alfred) | By pike and dyke; | 1889 0.241 | Henty, G. A. (George Alfred) | With the allies to Pekin : a tale | 1902 0.234 | Henty, G. A. (George Alfred) | Under Wellington's command : a ta | 1899 Henty, G. A. (George Alfred) = 7.16% 1892-1920"	"historical adventure stories"	"genre"	
