label	category	topicsize	delta	r2	sem_verdict	cohortmse	periodmse	agemse	delta_oos	r2_oos	cohortr2_oos	periodr2_oos	keywords	top7books	next5books, biggestauth, datequartiles	comments
probably first-person	uncategorized dimension of style	0.428	0.369361791123608	0.013109967309534	SDM	9.5966	23.0012	1.505	0.380145212590268	0.004225109857826	0.012019648889834	0.030104481436007	because myself am say always told just day old even know how us used tell our see years life get ever night little got remember last poor does once first everything those love really thing made ca friend give days says make whole world such write put believe look went mine bad since money gave feel good left must course story big bed same things live most mad knows why 	0.145 | Wright, J. W. (Jacob William) | No matter what folks say | 1925 0.143 | Cary, Joyce | Herself surprised | 1941 0.138 | O'Hara, John | Pal Joey | 1940 0.134 | Schnitzler, Arthur | None but the brave; | 1926 0.133 | Blackwood, Caroline | The stepdaughter | 1976 0.13 | Zahn, Mara | Adios | 1917 0.127 | Herbert, F. Hugh (Frederick Hu | I'd rather be kissed | 1954 	0.125 | Vanderbilt, Gloria | The memory book of Starr Faithful | 1994 0.124 | Lew, Alan | 8 monologs | 1980 0.121 | Sholem Aleichem | The adventures of Menahem-Mendl | 1916 0.12 | Arenas, Reinaldo | Singing from the well | 1987 0.118 | Moll, Elick | Mr. Seidman and the geisha | 1962 Cary, Joyce = 0.95% 1922-1981	
boys / boyhood	human institutions, practices, or relationships	0.278	0.727725684161244	0.015565217741022	SDM	27.0384	9.8012	2.77225	0.60656785676724	0.006356635744124	0.017642632944896	0.012274929679615	boy boys old young little sue son lad man himself home good came see away baker told day brother school fellow tell made mother saw take how father big face look get story great youth found run once called went poor make master small knew seemed must hand give brand something night soon let heard first age help head began place older thought tad bad lads fellows gave caught find 	0.123 | Lyles, Charles Simeon | Three things every boy must have | 1916 0.114 | Marsh, Marie L. (Marie Louise) | Auburn and freckles | 1913 0.114 | Patchin, Frank Gee | The pony rider boys in Montana, o | 1910 0.11 | Marriott, Alice Lee | The black stone knife | 1957 0.099 | Werner, Carl Avery | Bringing up the boy; | 1913 0.099 | Speare, Charles | Hot, hard comers | 1970 0.094 | Dorsey, George A. (George Amos | Traditions of the Osage | 1904 	0.092 | Hanley, James | Boy, a novel | 1932 0.088 | Anderson, Nephi | The boys of Springtown : with spe | 1920 0.086 | Footner, Hulbert | Cap'n Sue | 1927 0.086 | Garis, Howard Roger | Larry Dexter and the stolen boy,  | 1912 0.085 | Bates, H. E. (Herbert Ernest) | The cruise of the Breadwinner | 1946 Dorsey, George A. (George Amos = 0.38% 1902-1927	
The legal thriller: courtroom intrigue	genre	0.254	0.788865623919631	0.008762504561289	AUM	18.6582	6.7044	10.91075	0.563304135069656	-0.002807042938541	0.011311347125206	0.008382153398817	judge court case witness law trial lawyer jury evidence attorney justice guilty against defence honour yes question counsel witnesses prisoner say state accused testimony legal murder stand man crime public defendant client courtroom answer district lawyers may called made prosecutor cross magistrate verdict charge truth questions those prosecution bench first fact under how innocent asked gaol examination office judges criminal clerk room statement day box county put such told these 	0.292 | Jones, Roland K | Distress for rent in Illinois | 1897 0.249 | Willard, Joseph A | Half a century with judges and la | 1895 0.247 | Engelbach, Arthur Harold | Anecdotes of bench and bar | 1913 0.177 | Dumont, Frank. [from old catal | The case of Smythe vs. Smith | 1899 0.174 | Harrington, William | Which the Justice, which the thie | 1963 0.163 | Ronzone, Benjamin Anthony | The Marquis of Murray Hill : the  | 1909 0.157 | Aluko, T. M. (Timothy MofOloru | Wrong ones in the dock | 1982 	0.155 | Voelker, John Donaldson | Anatomy of a murder | 1958 0.154 | Hill, Frederick Trevor | The thirteenth juror; a tale out  | 1913 0.151 | Train, Arthur Cheney | The blind goddess | 1926 0.145 | Kydd, Lionel | Breakdown in communications | 1979 0.141 | Forrest, Katherine V | Murder by tradition | 1991 Train, Arthur Cheney = 1.47% 1913-1967	We could call this just 'law' as a 'human  institution.'  But Wikipedia describes the biggest author, Arthur Cheney Train, as the 'creator of the legal thriller,' and the entropy and r1 ratio both fit the bill for a genre.
government	human institutions, practices, or relationships	0.248	0.299363104638629	0.007928862516498	SDM	11.2452	24.7826	0.10040585	0.249782900094343	-0.001187378338828	0.010845512578878	0.015599710786895	general governor government minister chief excellency secretary our people official must state man country order under office these prime military against himself commissioner great consul sent council report orders power peace should political public service men shall present officer take law authority such affairs palace foreign officers news secret send matter capital important officials position house private cabinet am may chancellor ambassador without high received army duty already empire put 	0.129 | Unknown Author | India in 1983 | 1888 0.122 | Sun, Yat-sen | Kidnapped in London | 1897 0.113 | Hickling, R. H | Finding Hobbes | 1994 0.107 | Bioy Casares, Adolfo | A plan for escape | 1975 0.106 | Kirst, Hans Hellmut | The seventh day | 1959 0.105 | Brinkworth, Ian | Jimmy Riddle, a novel | 1961 0.102 | Coryn, M. S | Alone among men | 1947 	0.1 | Diplomat | Scandel in the chancery | 1931 0.092 | Harte, Bret | ConcepciÃƒÂ³n de ArgÃƒÂ¼ello : (P | 1902 0.091 | Plivier, Theodor | The kaiser goes: the generals rem | 1933 0.088 | Goltz, Horst von der | My adventures as a German secret  | 1917 0.086 | Wibberley, Leonard | Take me to your president | 1957 Feuchtwanger, Lion = 0.68% 1905-1963	
Ireland	nationalities, regions, or ethnicities	0.153	0.542625017063073	0.00518941815543	AUM	14.4586	12.4842	0.0785	0.42781080561584	-0.00433418911935	0.024244269027971	0.01697668471367	irish ireland man dublin sure glen god day road great house poor heather good old own people night pat country says young irishman door place us put home ye fire maybe tis father till fine head towards tinker woman land give iv round away ever might three mind bit came himself bad indeed ah wid may bog word fair another heard hand cork red green castle english few black world 	0.257 | O'Kelly, Seumas | Fairy gold | 1918 0.209 | McNulty, Edward | Misther O'Ryan : an incident in t | 1894 0.192 | Synge, J. M. (John Millington) | The well of the saints, a comedy  | 1905 0.18 | Unknown Author | Representative Irish tales : | 1891 0.179 | Kelly, H. P | Gems of Irish wit and humor | 1906 0.178 | MacGill, Patrick | Maureen | 1920 0.178 | Barlow, Jane | Strangers at Lisconnel : A second | 1895 	0.178 | O'Connor, Barry | Turf-fire stories, and fairy tale | 1890 0.175 | MacGill, Patrick | The rat-pit | 1915 0.172 | MacManus, Seumas | Lo, and behold ye! | 1919 0.168 | MacManus, Seumas | Through the turf smoke : the love | 1899 0.167 | Unknown Author | Representative Irish tales | 1979 Unknown Author = 4.27% 1897-1950	
automobiles	technology	0.31	0.119125392687083	0.042851866490457	SDM	8.6244	63.8074	2.36425	0.143564015933887	0.033962861379351	0.00984498028993	0.062719251639948	car road driver drive drove cars miles seat truck man wheel motor get front driving side town stopped right engine stop door along garage turned ford behind ahead lights left speed going take across highway away station turn window open beside bus machine past traffic run minutes running see hour country light its parked telephone police bridge chauffeur ride fast wheels rear started ran far three lane got roads five 	0.185 | Jackson, C. Paul (Caary Paul) | Stock car racer | 1957 0.167 | Ballard, J. G | Crash | 1973 0.124 | Leinster, Murray | War with the gizmos : a Gold Meda | 1958 0.115 | Peple, Edward Henry | An auto-biography : a tale of tru | 1915 0.112 | Richard, Adrienne | Into the road | 1976 0.112 | Drake, Albert | The postcard mysteries & other st | 1976 0.106 | Koller, James | If you don't like me you can leav | 1976 	0.101 | Gault, William Campbell | Thunder road | 1952 0.1 | Thompson, Steven L | Recovery | 1980 0.092 | Baudouy, Michel Aimé | More than courage | 1959 0.09 | Street, Cecil J. C. (Cecil Joh | Dr. Priestley lays a trap | 1933 0.076 | Young, Clarence | The motor boys; or, Chums through | 1906 Epstein, Sam = 0.17% 1934-1974	
banks and finance	human institutions, practices, or relationships	0.308	0.578701826722135	0.025232239917212	SDM	13.7262	9.6874	31.1715	0.031250242577032	0.012322589005708	0.00077328664314	0.021920110996339	business money bank victor old office company lawyer new stock property estate years thousand own himself its man interest made land papers firm market law sell these banker shares course financial pay great year desk banks town fortune paid paper private capital put family affairs deal matter legal house day sold those city account trust buy under rich cash name price bought hands partner clerk knew good public value hundred 	0.163 | Lynch, Edward Melville | Killboylan bank, or, Every man hi | 1896 0.142 | Ehrlich, Max | The big boys : a novel | 1981 0.14 | Jones, Roland K | Distress for rent in Illinois | 1897 0.139 | Fox-Davies, Arthur Charles | The finances of Sir John Kynnersl | 1908 0.128 | Donnison, A | With the banks at her mercy; | 1908 0.121 | Clews, James Blanchard | Fortuna : a story of Wall Street | 1898 0.11 | Train, Arthur Cheney | Paper profits : a novel of Wall S | 1930 	0.109 | Stead, Christina | House of all nations | 1938 0.103 | Chester, George Randolph | The making of Bobby Burnit : bein | 1909 0.103 | Updegraff, Robert R. (Robert R | Captains in conflict; the story o | 1929 0.102 | Weidman, Jerome | Other people's money | 1967 0.101 | Van Dyke, Theodore S. (Theodor | Millionaires of a day: an inside  | 1892 Stead, Christina = 0.42% 1900-1935	
tiny topic, proper nouns	uncategorized dimension of style	0.024	0.141013095976095	0.005031968610428	AUM	3.2696	23.0236	0.97825	0.288133714616152	4.40956678540038e-05	0.005747859049286	0.01281723025879	grant barker sim gauge shad gore pug hooker tumed bray mah hawks bender lucky stoker tum fats just usher new north moming dodger alacrity spengler bunker brutal right croaker tola pullman keats grand its tey eyes dean challenger bom half once slim voice indiana dally old comer erie while atta came sear epic head hand lingo aster aftemoon us regis babel retum those vvhat man got arm tuming goldfish passed 	0.084 | Williams, Ben Ames | Pirate's purchase | 1931 0.079 | Barth, John | Giles Goat-boy; or, The revised n | 1966 0.064 | Canzoneri, Robert | Men with little hammers; a novel | 1969 0.063 | King, Stephen | The green mile : the complete ser | 1999 0.059 | Chalmers, Stephen | The vanishing smuggler | 1909 0.057 | King, Stephen | The green mile | 1997 0.056 | Lancaster, Bruce | The secret road | 1952 	0.055 | Budrys, Algis | Rogue Moon | 1960 0.052 | Daley, Brian | Jinx on a Terran inheritance | 1985 0.049 | Jones, James | Go to the widow-maker | 1967 0.048 | Cohen, Octavus Roy | Epic Peters, Pullman porter | 1930 0.044 | Mason, F. van Wyck (Francis va | Trouble in Burma | 1962 Barth, John = 4.0% 1922-1974	
historical adventure stories	genre	0.368	0.227350927893763	0.045927003191332	SDM	25.9768	91.9244	0.04	0.699465597540366	0.02904856650886	0.073716702068171	0.031570957054913	men fort french enemy english soldiers town attack against war sent army british under should these force news troops fight soon hundred taken great party prisoners three fire country made captain among camp once battle garrison day command few fleet city fighting those without might our while night arms many take themselves guns being guard officers orders came order governor march own brought set river prisoner upon make walls left 	0.381 | Machar, Agnes Maule | Stories from Canadian history : b | 1893 0.302 | Henty, G. A. (George Alfred) | St. George for England : a tale o | 1880 0.302 | Henty, G. A. (George Alfred) | The bravest of the brave, or, Wit | 1887 0.302 | Henty, G. A. (George Alfred) | Orange and green : a tale of the  | 1888 0.299 | Henty, G. A. (George Alfred) | To Herat and Cabul : a story of t | 1892 0.294 | Henty, G. A. (George Alfred) | True to the old flag | 1884 0.292 | Henty, G. A. (George Alfred) | The Lion of the North : a tale of | 1886 	0.271 | Henty, G. A. (George Alfred) | St. Bartholomew's eve; | 1893 0.263 | Surridge, Victor | India : historical, cultural and  | 1909 0.256 | Henty, G. A. (George Alfred) | By pike and dyke; | 1889 0.241 | Henty, G. A. (George Alfred) | With the allies to Pekin : a tale | 1902 0.234 | Henty, G. A. (George Alfred) | Under Wellington's command : a ta | 1899 Henty, G. A. (George Alfred) = 7.16% 1892-1920	
uncles, aunts, cousins	human institutions, practices, or relationships	0.172	0.470818749892355	0.019006416913295	AUM	16.9256	19.6748	0.905	0.315036604457683	0.010016426062005	0.006020113898384	0.013646282705728	uncle aunt cousin old house family nephew auntie niece granny grandmother grandfather came told young tell always see great home cousins room years brother good sister heard went going even aunts just boy poor us ever used dear aunty own remember how right hear coming died say since visit cried voice called relatives because age stay money brought new may says take day knew left uncles under same sent still 	0.092 | Coatsworth, Elizabeth Jane | Away goes Sally | 1934 0.086 | Stuart, Jesse | Taps for Private Tussie | 1943 0.082 | Hutchins, Maude | The unbelievers downstairs | 1967 0.081 | Rinjing Dorje | Tales of Uncle Tompa, the legenda | 1975 0.07 | Hawkes, Clarence | Wanted a mother | 1922 0.07 | Tinniswood, Peter | Uncle Mort's north country | 1986 0.065 | Welty, Eudora | Losing battles | 1970 	0.065 | Spofford, Harriet Elizabeth Pr | The children of the valley | 1901 0.061 | Wentworth, Ruth Starbuck. [fro | Older America | 1921 0.06 | Harris, Bernice Kelly | Sage quarter | 1945 0.06 | Stewart, Donald Ogden | Aunt Polly's story of mankind | 1923 0.059 | White, Nelia (Gardner), Mrs | The pink house | 1950 Welty, Eudora = 0.38% 1911-1953	
partly other  languages, partly segmentation errors	accident of transcription	0.087	0.710916390888516	0.00142316058982	SDM	4.5986	1.1514	0.28575	0.54769719157705	-0.001738955602066	0.001149277107256	0.00025409763702	due da na mo ta i si ha sa ii th hi ka mar lie ms le ho ou ang yon te mi ni sang born may ti et co ot lo wa northeast li hut va southeast ol tok man al oi che di ba am ya ap tor ma la ft id ch ai s bo ut iu aud cf il iii un bi thus t ad hy 	0.646 | Wooding, E | To be kissed | 1884 0.593 | Knudsen, Carl W | A primer : for use in schools and | 1887 0.583 | Unknown Author | Korean folk tales | 1979 0.554 | Muzones, Ramon L | Margosatubig = the story of Salag | 1979 0.546 | Unknown Author | Caribbean stories : Barbados, Guy | 1977 0.515 | Rovit, Earl H | Crossings | 1973 0.475 | Chappelear, Nancy | The Chappelear family | 1963 	0.437 | Auerbach, Berthold | Tales of the Black Forest : selec | 1882 0.434 | Unknown Author | Tales from Luristan = Matalyâ Lu | 1986 0.41 | Rattray, R. S. (Robert Sutherl | Hausa Folk-lore, customs, proverb | 1913 0.399 | Lawlor, Hugh Jackson | The Psalter and martyrology of Ri | 1914 0.397 | Faulkner, William | Doctor Martino and other stories, | 1934 Unknown Author = 8.98% 1895-1970	
music and theatre	human institutions, practices, or relationships	0.319	0.782649565853245	0.006340625668633	AUM	12.856	3.126	0.14470825	0.347351009082715	-0.001500866015338	0.002616688979806	0.002093386431703	music play stage theatre piano audience dance played sing song night first playing show part voice singing act performance sang room scene great dancing heard people hear new company opera musical actor songs concert curtain orchestra singer crowd applause made band hall began evening violin make good actors manager box actress plays last came public chorus tune notes success rehearsal art called musicians circus second dressing musician next sound acting 	0.19 | Huneker, James | Old Fogy | 1913 0.176 | Chilton, Carroll Brent | The de-assification of music. A p | 1922 0.166 | Felter, Will D. [from old cata | Over the garden wall | 1897 0.154 | Ganong, Joan | Backstage at Stratford | 1962 0.14 | Isaacson, Charles D. (Charles  | Face to face with great musicians | 1918 0.139 | Levin, Michael Graubart | Settling the score : a novel | 1989 0.138 | Reddall, Henry Frederic | Wit and humor of the stage; a col | 1909 	0.133 | Brower, Harriette Moore | Home help in music study; learnin | 1918 0.131 | Schauffler, Robert Haven | Fiddler's folly and encores | 1942 0.128 | Foa, George Ronald Raphael | The blood rushed to my pockets; a | 1957 0.125 | Coleman, John | Memoirs of Samuel Phelps | 1886 0.121 | Caldwell, Robert | The performer prepares | 1990 Hughes, Rupert = 0.36% 1909-1964	
race relations, mostly in the US South	nationalities, regions, or ethnicities	0.231	0.722790249513692	0.019362311544186	SDM	39.8642	10.2324	0.42875	0.651575017755227	0.00224627564609	0.031165960945778	0.009220368070977	white negro ai got black man miller nigger just know negroes old cotton coloured folks even house say done right get boy reckon dont niggers going tell town want people because woman maybe big how ever nothing nobody told still see mister aint looking plantation hear until home god ain't while face money toward door gone heard talking somebody let us already mule south seen porch cause mammy yes yard 	0.235 | Hoban, Russell | Riddley Walker | 1980 0.22 | Faulkner, William | Go down, Moses | 1942 0.218 | Faulkner, William | Big woods | 1955 0.212 | Caldwell, Erskine | Tobacco road | 1932 0.209 | Faulkner, William | As I lay dying | 1930 0.202 | Courlander, Harold | The big old world of Richard Cree | 1962 0.197 | Faulkner, William | Three famous short novels | 1931 	0.194 | Hughes, Langston | Simple's Uncle Sam | 1965 0.189 | Faulkner, William | Faulkner's county; tales of Yokna | 1955 0.184 | Beck, Warren | Snopes : a trilogy | 1957 0.181 | Faulkner, William | The mansion | 1959 0.179 | Beck, Warren | Snopes : a trilogy | 1957 Faulkner, William = 7.25% 1936-1971	Riddley Walker' is admittedly a wild card here, but Hoban's an expat American and the book arguably extends this theme into the future.
romance-inflected style	uncategorized dimension of style	0.751	0.232495353519109	0.02508447947735	AUM	18.4988	64.1446	9.22725	0.268596517439173	0.007508725950768	0.010173782786362	0.028456876339341	himself even its own against such might without made knew until yet must most nor self less need set because enough since whose ever pride while failed how end held nothing became despite once demanded hope let beyond refused between took sought needed remained longer gave return first already being neither however new faith under merely offered forced lost kept none law further make far another always final brought word 	0.2 | Whibley, Charles | A book of scoundrels | 1911 0.163 | Kluger, Richard | The Sheriff of Nottingham | 1992 0.146 | Adams, I. William | Yodogima : in feudalistic Japan | 1911 0.145 | Salverson, Laura Goodman | Lord of the silver dragon : a rom | 1927 0.145 | Bramah, Ernest | Kai Lung unrolls his mat | 1928 0.141 | Shalian, Artin K | Pagan idylls | 1939 0.132 | Trowbridge, W. R. H. (William  | Mirabeau, the demi-god, being the | 1907 	0.128 | Street, James H. (James Howell | The velvet doublet | 1953 0.127 | Ty-Casper, Linda | The peninsulars, a novel | 1964 0.122 | Kumar, Param Jit | Till God wakes; immortal story of | 1964 0.119 | Sabatini, Rafael | The king's minion; being the rise | 1930 0.119 | Eiker, Mathilde | The senator's lady, a novel | 1932 Sabatini, Rafael = 0.53% 1921-1969	
death and evil	uncategorized dimension of style	0.32	0.465718830493717	0.021651945787031	AUM	30.0962	36.127	0.202	0.698705875521861	0.008363557304996	0.046402699810462	0.019694978996798	dead death man old body its black world ghost night human soul evil dream earth grave eyes blood coffin life devil strange angel woman spirit died stone magic light die secret power dark name ghosts god living witch seen fire buried saw moon face found dreams funeral hell those bones corpse lost shadow flesh these darkness heaven alive spirits under cemetery ancient mysterious believe creature satan story mystery years being 	0.141 | Garratt, Colin Dennis | Scarecrows | 1995 0.137 | Kolyer, John | Recreations of a corpse | 1986 0.133 | Smith, Clark Ashton | Strange shadows : the uncollected | 1961 0.133 | Ellis, Robinson | The tenth declamation (pseudo) Qu | 1913 0.117 | Espino, Frederico Licsi | Puente del Diablo; a poem in thre | 1973 0.111 | Spicer, Jack | Lament for the maker | 1971 0.105 | Fisher, Vardis | Adam and the serpent | 1947 	0.103 | Hecht, Ben | Fantazius Mallare : a mysterious  | 1922 0.103 | Musgrave, Susan | Becky Swan's book | 1977 0.099 | Milne, John | Myths and superstitions of the Bu | 1915 0.097 | Pattanaik, Devdutt | Shiva : an introduction | 1997 0.096 | Hecht, Ben | The kingdom of evil, a continuati | 1924 Rice, Anne = 0.48% 1912-1980	
stories set in classical antiquity	genre	0.183	0.50498175928052	0.006981961425703	AUM	8.9078	8.7674	27.48625	0.68686023387172	-0.005371174873524	0.006631597640438	0.004065006738667	gods temple city rome caesar greek roman men great even troy slaves goddess slave wine athens greeks war romans man among emperor son people greece sea many achilles zeus priests own high apollo against sacred palace chariot gold whom priest young first venus walls sword also golden master women death soldiers bronze under sacrifice head while god these sun let name ancient most sent ships set new shall left empire 	0.267 | McLeish, Kenneth | Myths and legends of ancient Rome | 1987 0.264 | Gale, Agnes Spofford Cook | Achilles & Hector : Iliad stories | 1903 0.23 | Slatus, Edgar Evertson | Imperial purple | 1906 0.221 | Zimmern, Alice | Old tales from Rome | 1906 0.211 | Homer | The Iliad of Homer : a line for l | 1944 0.205 | Dowrick, Stephanie | Greek island mythology | 1974 0.203 | Jarry, Alfred | Messalina : a novel of imperial R | 1907 	0.197 | Calasso, Roberto | The marriage of Cadmus and Harmon | 1993 0.192 | Peabody, Josephine Preston | Old Greek folk-stories told anew | 1897 0.191 | Homer | The Iliad of Homer, rendered into | 1898 0.189 | Hutchinson, W. M. L. (Winifred | Myths of the gods | 1912 0.183 | Brooks, Edward | The story of the Aeneid | 1899 Homer = 2.67% 1902-1953	
historical romance	genre	0.48	0.344510616398623	0.035444139072486	AUM	44.2408	85.3588	7.998	0.499802384901565	0.018958124662603	0.046900004064964	0.057073298268219	upon master yet such tis good little should great mistress though may might shall set these man indeed cried nay must own nor while how ever since thus twas fair many lad enough say being none poor most king lord hand even came maid think aye our matter within company ay better forth let god ill true make day heart hath sword word made men why lay young mind thought 	0.387 | Talbot, Ellen V | The courtship of sweet Anne Page | 1902 0.287 | Pyle, Howard | The merry adventures of Robin Hoo | 1883 0.282 | Farnol, Jeffery | Winds of chance | 1934 0.274 | Farnol, Jeffery | Beltane the smith | 1915 0.26 | Burnand, F. C. (Francis Cowley | The incompleat angler | 1887 0.259 | McSpadden, J. Walker (Joseph W | Stories of Robin Hood & his merry | 1904 0.253 | Wallis, Arthur Frederick | Idonia: a romance of old London | 1914 	0.253 | Scribner, Frank Kimball | The honor of a princess. A romanc | 1897 0.253 | Farnol, Jeffery | Over the hills | 1930 0.253 | Converse, Florence | Long Will | 1903 0.248 | Stevens, Sheppard | I am the king; | 1898 0.245 | Black, William | Judith Shakespeare; a romance | 1884 Farnol, Jeffery = 1.26% 1896-1921	
ads at the back	accident of transcription	0.131	0.8148459569746	0.010276651670865	Inconclusive	21.625	2.0704	0.22675	0.816347305361597	0.003614156347354	0.014027551988563	0.001396977616876	v cloth crown j c w edition h net b illustrated illustrations g each cr s r f m t d post p life see extra i vols history l works vol new edited second author english m.a boards mrs sir iv little book rev also series notes etc gilt library stories introduction portrait ii st translated poems tales books price de complete novels story prof old paper england third 	0.472 | Lawlor, Hugh Jackson | The Psalter and martyrology of Ri | 1914 0.286 | Murray, David Christie | A wasted crime : a novel | 1893 0.238 | Geake, Charles | John Bull's adventures in the fis | 1904 0.221 | Macdonald, Robert M | The moon god's secret | 1910 0.217 | [Hawker, Mary Elizabeth] | Cecilia de No??l | 1891 0.215 | Lang, Andrew | In the wrong paradise, and other  | 1886 0.204 | Davis, Richard Harding | In the fog | 1901 	0.197 | Merrick, Leonard | Cynthia, a daughter of the Philis | 1896 0.191 | Robinson, F. W. (Frederick Wil | The woman in the dark | 1895 0.184 | Gibbon, Charles | Fancy free | 1884 0.183 | Croker, B. M. (Bithia Mary) | Married or single? | 1895 0.183 | De Groff, C. E. [from old cata | Pertle Springs and Warrensburg, M | 1891 Unknown Author = 1.64% 1887-1904	
France	nationalities, regions, or ethnicities	0.274	0.484143822821538	0.012409949512944	AUM	30.5846	33.0172	0.254	0.448994217551022	0.004240148962415	0.022209642880799	0.031399542984515	de madame monsieur m paris la little rue mme marquis francs mademoiselle france ah himself saint le made good great three nothing day without old man poor those whom shall these chateau under young just des see du still cried moment place dear last oh thousand whose went having yes name quite going between o'clock head hundred left five replied voice first four rose air count carriage door evening round 	0.238 | Achard, Amédée | Belle Rose | 1898 0.223 | Mountjoy, Henry | The minister of police | 1912 0.212 | Lenotre, G | The house of the Combrays; | 1902 0.212 | Unknown Author | The French noblesse of the XVIII  | 1904 0.209 | Balzac, Honoré de | A harlot's progress = | 1896 0.2 | Balzac, Honoré de | Z. Marcas ; The other side of con | 1898 0.198 | Balzac, Honoré de | The house of Nucingen | 1896 	0.197 | Hugo, Victor | The idyll and the epic | 1885 0.197 | Hugo, Victor | Unknown Title | 1885 0.196 | Ohnet, Georges | The ironmaster | 1884 0.195 | Balzac, Honoré de | P??re Goriot | 1885 0.193 | Hugo, Victor | Les miserables. The idyl of the R | 1885 Balzac, Honoré de = 6.28% 1889-1910	
marriage	human institutions, practices, or relationships	0.378	0.784140971238292	0.031807353318712	AUM	43.1424	11.062	9.61425	0.738443172790954	0.01349012159988	0.02943866266643	0.009775121950298	married wife marriage husband marry wedding love life house bride family first daughter happy years own father new law year made home day together both divorce between money friends months told marrying days future since make happiness took live best herself loved ceremony left mother should ever always engagement man met end soon later couple ring each news good church course parents son last during bridegroom guests honeymoon still engaged 	0.127 | Hardy, E. J. (Edward John) | Still happy though married | 1914 0.113 | Cardigan and Lancastre, Adelin | My recollections | 1909 0.108 | Alsop, Gulielma Fell | She's off to marriage, a guide to | 1942 0.105 | Ilos, Paddy | Marriage is the license | 1990 0.103 | Baring, Maurice | A triangle : passages from three  | 1923 0.101 | Unknown Author | Mr. Punch's book of love | 1910 0.091 | Marshall, Archibald | The appletons of Herne, a family  | 1931 	0.087 | McDonald, Eva | John Ruskin's wife | 1979 0.085 | Carter, Charles Frederick | The wedding day in literature and | 1900 0.085 | Agomoh, Udo Nwabueze | The banana skin | 1993 0.081 | Borden, Mary | The technique of marriage | 1932 0.08 | Baring, Maurice | Darby and Joan | 1935 Davison, Gladys = 0.32% 1896-1958	
qualifiers	uncategorized dimension of style	1.212	0.838955353468673	0.051787369912648	AUM	114.3452	21.8318	34.43175	0.662413367928648	0.028096746641519	0.065370887023463	0.036843559321462	little quite even most once first such course just great however fact almost though whole made still nothing rather also thing far moment being might ever indeed good last these enough least seemed should same round done own sort three really anything both certain got half certainly few matter without yet always less possible end either went small part case things himself many already point its those day nor since 	0.259 | Hilton, Harold H. (Harold Hors | My golfing reminiscences | 1907 0.164 | Philips, F. C | The dean and his daughter | 1887 0.158 | Amundsen, Roald | The South Pole : an account of th | 1912 0.154 | Barras, Julius | India and tiger-hunting | 1885 0.151 | Bernhard, Thomas | The cheap-eaters | 1990 0.144 | Hull, Richard | Beyond reasonable doubt | 1941 0.141 | 'Red heather', pseud | Memories of sporting days | 1923 	0.141 | Romains, Jules | Tussles with time | 1952 0.14 | Lennox, Sara | The tribulations of a well-meanin | 1938 0.138 | Bottome, Phyllis | Search for a soul. [Fragment of a | 1947 0.135 | Hornby, Emily | Mountianeering records | 1907 0.134 | James, Henry | The wings of the dove | 1902 James, Henry = 0.24% 1900-1940	
trees and forests	physical description	0.474	0.913635714633531	0.009265266721069	SDM	17.3784	1.6586	11.99525	0.88117035897077	-0.003754265068542	0.02438494544146	0.003453954971259	trees road woods forest tree hill came wood path house along night away ground old across went place stood saw grass walked dark leaves far lay side toward sun little looked see branches still behind heard near gone turned light left pine around walk under sat beyond thought village edge morning bushes among sound river might hills green beside ran above feet sky coming found seen fire field stopped clearing 	0.202 | Nutting, Newton Wright | The history of one day out of sev | 1889 0.19 | Brewster, Frances Stanton | The hemlock log; a Christmas stor | 1898 0.182 | George, John L. (John Lothar) | Vulpes, the red fox | 1948 0.167 | George, John L. (John Lothar) | Masked prowler, the story of a ra | 1950 0.161 | George, John L. (John Lothar) | Bubo, the great horned owl | 1954 0.129 | George, John L. (John Lothar) | Vison, the mink | 1949 0.126 | Long, William J. (William Jose | Secrets of the woods | 1903 	0.121 | Monks, Minnie May. [from old c | At the end of the trail | 1922 0.116 | Cone, Molly | The house in the tree; a story of | 1968 0.115 | Carrick, Carol | The washout | 1978 0.114 | Vince, Charles | Wayfarers in Arcady | 1921 0.113 | Āl̲iyān̲, Ceṅkai | The beast | 1993 Johnston, Mary = 0.73% 1913-1954	
